idx,Question_no,Set_no,idx1,idx2,idx3,idx4
2317,Q318,6,789,540,455,1517
2318,Q319,6,1102,125,1030,1270
2319,Q320,6,489,715,508,1268
2320,Q321,6,775,228,529,1238
2321,Q322,6,246,1079,386,1434
2322,Q323,6,77,620,1034,1459
2323,Q324,6,205,724,185,1473
2324,Q325,6,753,323,86,1377
2325,Q326,6,375,60,223,1301
2326,Q327,6,1172,1124,868,1472
2327,Q328,6,276,402,440,1222
2328,Q329,6,412,248,113,1453
2329,Q330,6,453,1077,208,1339
2330,Q331,6,735,631,487,1346
2331,Q332,6,1162,227,75,1406
2332,Q333,6,130,381,727,1312
2333,Q334,6,595,112,848,1265
2334,Q335,6,1140,149,201,1239
2335,Q336,6,391,703,800,1441
2336,Q337,6,997,919,308,1273
2337,Q338,6,667,498,176,1368
2338,Q339,6,407,1113,211,1542
2339,Q340,6,974,884,1041,1256
2340,Q341,6,545,459,1173,1490
2341,Q342,6,942,528,79,1254
2342,Q343,6,503,194,1094,1568
2343,Q344,6,101,96,51,1294
2344,Q345,6,635,842,1142,1233
2345,Q346,6,663,712,426,1216
2346,Q347,6,1096,212,160,1358
2347,Q348,6,696,203,434,1443
2348,Q349,6,490,328,425,1309
2349,Q350,6,990,1080,989,1471
2350,Q351,6,267,1123,238,1213
2351,Q352,6,875,1146,169,1306
2352,Q353,6,702,1066,251,1263
2353,Q354,6,218,713,976,1521
2354,Q355,6,473,516,45,1567
2355,Q356,6,783,418,850,1410
2356,Q357,6,1067,271,996,1537
2357,Q358,6,723,992,1153,1554
2358,Q359,6,1089,215,376,1361
2359,Q360,6,443,312,117,1223
2360,Q361,6,15,497,828,1378
2361,Q362,6,1112,297,315,1317
2362,Q363,6,137,416,569,1563
2363,Q364,6,155,524,1006,1498
2364,Q365,6,1135,1099,1161,1310
2365,Q366,6,395,680,945,1510
2366,Q367,6,554,613,951,1480
2367,Q368,6,310,331,41,1393
2368,Q369,6,518,796,751,1530
2369,Q370,6,284,142,19,1455
2370,Q371,6,192,916,622,1285
2371,Q372,6,761,28,734,1569
2372,Q373,6,618,1026,694,1230
2373,Q374,6,399,73,621,1372
2374,Q375,6,1081,166,367,1584
2375,Q376,6,593,1064,89,1494
2376,Q377,6,408,770,326,1308
2377,Q378,6,966,691,568,1316
2378,Q379,6,981,905,494,1336
2379,Q380,6,321,363,1022,1272
2380,Q381,6,1150,200,283,1433
2381,Q382,6,48,846,747,1295
2382,Q383,6,918,1076,1197,1345
2383,Q384,6,80,46,1121,1408
2384,Q385,6,1165,960,370,1264
2385,Q386,6,539,825,397,1538
2386,Q387,6,805,547,717,1593
2387,Q388,6,686,790,477,1288
2388,Q389,6,910,632,291,1297
2389,Q390,6,127,237,84,1369
2390,Q391,6,776,435,356,1523
2391,Q392,6,519,509,14,1402
2392,Q393,6,646,398,611,1325
2393,Q394,6,1047,938,1175,1266
2394,Q395,6,148,958,708,1423
2395,Q396,6,366,76,404,1518
2396,Q397,6,647,538,372,1461
2397,Q398,6,1088,637,579,1585
2398,Q399,6,1075,917,40,1386
2399,Q400,6,492,890,1021,1579
2400,Q1,7,895,801,401,1518
2401,Q2,7,430,396,752,1558
2402,Q3,7,654,925,197,1263
2403,Q4,7,164,431,146,1546
2404,Q5,7,330,638,716,1541
2405,Q6,7,7,544,733,1315
2406,Q7,7,342,954,934,1433
2407,Q8,7,1065,625,456,1443
2408,Q9,7,700,722,242,1272
2409,Q10,7,191,261,403,1291
2410,Q11,7,106,325,25,1467
2411,Q12,7,32,226,1059,1542
2412,Q13,7,643,352,682,1507
2413,Q14,7,467,152,690,1250
2414,Q15,7,1122,332,502,1389
2415,Q16,7,1037,1058,903,1468
2416,Q17,7,189,1051,908,1598
2417,Q18,7,777,1086,1093,1222
2418,Q19,7,616,329,182,1436
2419,Q20,7,1185,1178,651,1450
2420,Q21,7,869,484,109,1509
2421,Q22,7,57,99,963,1264
2422,Q23,7,360,624,341,1337
2423,Q24,7,1018,1189,138,1470
2424,Q25,7,1045,555,67,1206
2425,Q26,7,1104,664,688,1202
2426,Q27,7,993,605,145,1501
2427,Q28,7,782,339,499,1547
2428,Q29,7,1095,301,552,1594
2429,Q30,7,619,932,767,1269
2430,Q31,7,834,27,161,1535
2431,Q32,7,347,946,573,1477
2432,Q33,7,232,766,1193,1525
2433,Q34,7,1069,17,543,1408
2434,Q35,7,899,863,851,1237
2435,Q36,7,928,105,1196,1310
2436,Q37,7,1023,210,371,1233
2437,Q38,7,811,675,270,1211
2438,Q39,7,235,804,55,1258
2439,Q40,7,972,450,1048,1431
2440,Q41,7,278,1195,239,1557
2441,Q42,7,353,95,134,1221
2442,Q43,7,615,26,1100,1577
2443,Q44,7,307,849,131,1415
2444,Q45,7,979,515,204,1574
2445,Q46,7,750,2,1016,1286
2446,Q47,7,701,1131,478,1219
2447,Q48,7,880,380,178,1596
2448,Q49,7,589,247,679,1494
2449,Q50,7,830,94,39,1285
2450,Q51,7,1141,627,744,1386
2451,Q52,7,929,882,1157,1253
2452,Q53,7,939,156,1092,1283
2453,Q54,7,786,320,1191,1329
2454,Q55,7,810,318,388,1523
2455,Q56,7,437,911,313,1445
2456,Q57,7,728,4,1024,1534
2457,Q58,7,1115,411,85,1567
2458,Q59,7,791,793,457,1552
2459,Q60,7,350,582,190,1212
2460,Q61,7,1158,985,692,1554
2461,Q62,7,726,572,1154,1342
2462,Q63,7,441,514,296,1585
2463,Q64,7,876,530,853,1274
2464,Q65,7,814,400,961,1223
2465,Q66,7,1020,221,610,1504
2466,Q67,7,590,898,126,1402
2467,Q68,7,413,432,357,1492
2468,Q69,7,52,219,1156,1491
2469,Q70,7,927,623,820,1243
2470,Q71,7,601,1103,806,1321
2471,Q72,7,120,687,648,1380
2472,Q73,7,697,562,956,1416
2473,Q74,7,656,570,812,1396
2474,Q75,7,1046,769,948,1559
2475,Q76,7,1031,839,140,1371
2476,Q77,7,501,558,1109,1498
2477,Q78,7,298,1029,1025,1346
2478,Q79,7,66,596,293,1463
2479,Q80,7,23,669,897,1500
2480,Q81,7,788,731,984,1375
2481,Q82,7,243,262,977,1588
2482,Q83,7,217,122,290,1448
2483,Q84,7,464,1181,965,1432
2484,Q85,7,714,124,114,1543
2485,Q86,7,1171,188,1119,1457
2486,Q87,7,1132,49,309,1251
2487,Q88,7,609,65,286,1343
2488,Q89,7,452,463,150,1453
2489,Q90,7,816,930,382,1377
2490,Q91,7,13,333,31,1345
2491,Q92,7,158,38,344,1282
2492,Q93,7,566,493,252,1563
2493,Q94,7,1033,754,517,1462
2494,Q95,7,170,446,258,1515
2495,Q96,7,964,275,845,1592
2496,Q97,7,249,355,721,1336
2497,Q98,7,867,967,335,1524
2498,Q99,7,866,902,374,1333
2499,Q100,7,673,116,588,1505
2500,Q101,7,755,180,454,1297
2501,Q102,7,436,877,520,1201
2502,Q103,7,534,1106,1005,1511
2503,Q104,7,141,652,359,1466
2504,Q105,7,256,1117,780,1266
2505,Q106,7,311,504,302,1464
2506,Q107,7,603,305,56,1479
2507,Q108,7,841,1082,282,1249
2508,Q109,7,617,827,695,1294
2509,Q110,7,107,34,887,1270
2510,Q111,7,338,896,921,1259
2511,Q112,7,70,147,665,1360
2512,Q113,7,809,949,756,1316
2513,Q114,7,854,260,1134,1537
2514,Q115,7,676,123,718,1241
2515,Q116,7,1148,819,551,1327
2516,Q117,7,784,1169,787,1460
2517,Q118,7,8,1164,10,1279
2518,Q119,7,511,225,900,1365
2519,Q120,7,672,580,129,1395
2520,Q121,7,563,797,47,1220
2521,Q122,7,614,685,737,1372
2522,Q123,7,495,1188,389,1595
2523,Q124,7,730,442,224,1422
2524,Q125,7,857,1038,483,1238
2525,Q126,7,162,91,35,1379
2526,Q127,7,585,163,576,1539
2527,Q128,7,662,274,466,1503
2528,Q129,7,485,904,914,1367
2529,Q130,7,565,1008,414,1423
2530,Q131,7,92,1101,349,1590
2531,Q132,7,81,674,236,1256
2532,Q133,7,794,641,571,1393
2533,Q134,7,165,592,650,1307
2534,Q135,7,953,586,44,1441
2535,Q136,7,957,264,533,1280
2536,Q137,7,268,1192,362,1465
2537,Q138,7,709,602,1190,1277
2538,Q139,7,471,564,944,1417
2539,Q140,7,1074,970,97,1425
2540,Q141,7,421,206,82,1496
2541,Q142,7,280,448,254,1209
2542,Q143,7,68,1002,873,1419
2543,Q144,7,973,1073,1168,1240
2544,Q145,7,994,1186,888,1454
2545,Q146,7,980,22,244,1482
2546,Q147,7,658,556,159,1544
2547,Q148,7,707,907,1160,1536
2548,Q149,7,104,20,317,1570
2549,Q150,7,924,885,763,1486
2550,Q151,7,1120,135,1110,1383
2551,Q152,7,523,858,167,1273
2552,Q153,7,36,630,29,1200
2553,Q154,7,1126,629,1078,1244
2554,Q155,7,409,826,561,1381
2555,Q156,7,111,470,968,1368
2556,Q157,7,1036,1149,1050,1575
2557,Q158,7,394,378,1105,1331
2558,Q159,7,419,640,168,1481
2559,Q160,7,269,678,906,1589
2560,Q161,7,288,171,1138,1428
2561,Q162,7,1137,779,379,1378
2562,Q163,7,583,18,591,1526
2563,Q164,7,316,231,778,1265
2564,Q165,7,417,698,1011,1527
2565,Q166,7,815,821,118,1451
2566,Q167,7,1003,1155,476,1361
2567,Q168,7,383,507,823,1484
2568,Q169,7,668,214,955,1236
2569,Q170,7,24,474,971,1506
2570,Q171,7,351,90,1176,1421
2571,Q172,7,0,738,196,1572
2572,Q173,7,1012,281,891,1517
2573,Q174,7,1061,892,181,1255
2574,Q175,7,479,30,1170,1573
2575,Q176,7,799,575,21,1298
2576,Q177,7,253,604,943,1549
2577,Q178,7,836,860,644,1413
2578,Q179,7,988,1108,241,1317
2579,Q180,7,87,864,144,1234
2580,Q181,7,1147,872,689,1390
2581,Q182,7,289,878,920,1404
2582,Q183,7,488,933,98,1340
2583,Q184,7,855,537,912,1490
2584,Q185,7,598,1116,913,1357
2585,Q186,7,660,1128,472,1284
2586,Q187,7,746,63,720,1385
2587,Q188,7,462,1009,808,1522
2588,Q189,7,599,486,923,1242
2589,Q190,7,1125,1052,324,1502
2590,Q191,7,649,306,982,1318
2591,Q192,7,634,1180,710,1203
2592,Q193,7,915,133,584,1514
2593,Q194,7,765,1043,1107,1355
2594,Q195,7,43,959,719,1305
2595,Q196,7,136,405,461,1409
2596,Q197,7,1000,6,358,1295
2597,Q198,7,741,279,1084,1447
2598,Q199,7,947,926,50,1338
2599,Q200,7,549,760,1055,1252
2600,Q201,7,626,1032,433,1420
2601,Q202,7,542,776,519,1471
2602,Q203,7,361,567,532,1440
2603,Q204,7,952,691,429,1260
2604,Q205,7,297,119,110,1354
2605,Q206,7,677,637,1165,1565
2606,Q207,7,852,1144,531,1414
2607,Q208,7,490,832,951,1227
2608,Q209,7,130,749,475,1359
2609,Q210,7,445,758,1136,1325
2610,Q211,7,1042,1198,96,1335
2611,Q212,7,554,62,272,1215
2612,Q213,7,215,608,653,1568
2613,Q214,7,192,976,395,1246
2614,Q215,7,636,327,745,1529
2615,Q216,7,606,1006,205,1497
2616,Q217,7,919,941,901,1406
2617,Q218,7,817,211,1173,1403
2618,Q219,7,439,143,838,1214
2619,Q220,7,1080,139,153,1480
2620,Q221,7,1112,936,723,1566
2621,Q222,7,842,527,1123,1533
2622,Q223,7,458,473,663,1261
2623,Q224,7,522,477,1079,1435
2624,Q225,7,157,960,1118,1437
2625,Q226,7,410,611,792,1555
2626,Q227,7,406,553,304,1248
2627,Q228,7,595,294,37,1290
2628,Q229,7,632,550,916,1434
2629,Q230,7,978,539,334,1513
2630,Q231,7,100,208,451,1319
2631,Q232,7,991,807,245,1229
2632,Q233,7,829,172,647,1228
2633,Q234,7,997,886,1184,1519
2634,Q235,7,1071,513,1083,1472
2635,Q236,7,202,1151,742,1314
2636,Q237,7,51,966,45,1281
2637,Q238,7,443,727,151,1429
2638,Q239,7,194,449,1039,1510
2639,Q240,7,870,465,1130,1438
2640,Q241,7,735,42,169,1287
2641,Q242,7,209,19,142,1475
2642,Q243,7,5,173,883,1313
2643,Q244,7,506,88,1098,1324
2644,Q245,7,238,74,497,1304
2645,Q246,7,790,174,798,1373
2646,Q247,7,287,276,1067,1208
2647,Q248,7,581,218,781,1232
2648,Q249,7,1049,370,717,1328
2649,Q250,7,148,343,427,1384
2650,Q251,7,803,1015,250,1308
2651,Q252,7,9,1088,1,1571
2652,Q253,7,435,937,468,1370
2653,Q254,7,292,1030,862,1363
2654,Q255,7,195,1113,340,1580
2655,Q256,7,713,861,1066,1245
2656,Q257,7,917,1139,622,1392
2657,Q258,7,706,267,154,1407
2658,Q259,7,381,203,1182,1235
2659,Q260,7,881,1094,364,1444
2660,Q261,7,354,942,772,1405
2661,Q262,7,736,795,833,1296
2662,Q263,7,618,825,176,1330
2663,Q264,7,1060,40,521,1362
2664,Q265,7,246,108,699,1561
2665,Q266,7,198,835,548,1427
2666,Q267,7,905,600,1007,1332
2667,Q268,7,850,132,768,1268
2668,Q269,7,639,392,295,1394
2669,Q270,7,1102,568,822,1538
2670,Q271,7,365,12,631,1374
2671,Q272,7,547,86,859,1311
2672,Q273,7,703,415,1161,1508
2673,Q274,7,999,503,393,1303
2674,Q275,7,843,1017,326,1320
2675,Q276,7,1133,75,83,1487
2676,Q277,7,686,271,645,1351
2677,Q278,7,425,509,228,1275
2678,Q279,7,1135,404,560,1257
2679,Q280,7,33,277,213,1217
2680,Q281,7,635,368,785,1341
2681,Q282,7,48,251,121,1489
2682,Q283,7,1035,1054,1090,1364
2683,Q284,7,975,423,155,1271
2684,Q285,7,185,233,440,1418
2685,Q286,7,117,115,323,1512
2686,Q287,7,535,518,659,1576
2687,Q288,7,871,1076,1041,1376
2688,Q289,7,367,481,469,1218
2689,Q290,7,840,569,408,1578
2690,Q291,7,373,237,199,1599
2691,Q292,7,402,390,813,1548
2692,Q293,7,940,931,1070,1430
2693,Q294,7,1111,46,375,1560
2694,Q295,7,1121,681,177,1586
2695,Q296,7,1013,455,805,1449
2696,Q297,7,76,715,128,1254
2697,Q298,7,273,93,426,1564
2698,Q299,7,646,160,377,1278
2699,Q300,7,995,1004,922,1582
2700,Q301,7,1153,386,184,1339
2701,Q302,7,363,434,54,1322
2702,Q303,7,893,910,753,1528
2703,Q304,7,800,315,868,1289
2704,Q305,7,739,1129,201,1521
2705,Q306,7,770,257,748,1458
2706,Q307,7,348,524,200,1531
2707,Q308,7,345,607,384,1230
2708,Q309,7,500,183,64,1225
2709,Q310,7,865,1081,1026,1424
2710,Q311,7,28,248,308,1312
2711,Q312,7,918,540,372,1391
2712,Q313,7,712,987,491,1530
2713,Q314,7,818,774,1072,1216
2714,Q315,7,1162,613,536,1540
2715,Q316,7,229,222,207,1302
2716,Q317,7,757,447,740,1562
2717,Q318,7,69,559,696,1483
2718,Q319,7,387,884,1143,1488
2719,Q320,7,693,284,310,1551
2720,Q321,7,655,127,962,1459
2721,Q322,7,628,510,1068,1344
2722,Q323,7,418,407,187,1267
2723,Q324,7,847,1053,574,1226
2724,Q325,7,398,846,512,1293
2725,Q326,7,1174,1124,80,1399
2726,Q327,7,422,216,397,1474
2727,Q328,7,376,328,831,1495
2728,Q329,7,1064,783,438,1207
2729,Q330,7,230,725,480,1288
2730,Q331,7,761,958,545,1456
2731,Q332,7,391,848,671,1382
2732,Q333,7,734,587,220,1224
2733,Q334,7,1197,702,764,1452
2734,Q335,7,1040,751,255,1579
2735,Q336,7,492,1167,186,1326
2736,Q337,7,621,1099,366,1309
2737,Q338,7,894,508,729,1455
2738,Q339,7,538,579,1057,1366
2739,Q340,7,1183,981,175,1262
2740,Q341,7,1175,71,149,1204
2741,Q342,7,166,416,684,1239
2742,Q343,7,1146,759,935,1397
2743,Q344,7,1194,1001,1010,1410
2744,Q345,7,1034,837,89,1520
2745,Q346,7,337,73,212,1476
2746,Q347,7,1062,59,84,1400
2747,Q348,7,322,291,680,1583
2748,Q349,7,1150,789,11,1213
2749,Q350,7,1097,661,1152,1306
2750,Q351,7,259,399,1187,1323
2751,Q352,7,856,77,314,1446
2752,Q353,7,61,992,998,1556
2753,Q354,7,762,775,747,1426
2754,Q355,7,336,945,642,1334
2755,Q356,7,263,266,594,1388
2756,Q357,7,743,53,1179,1350
2757,Q358,7,529,125,874,1412
2758,Q359,7,60,1027,802,1442
2759,Q360,7,528,525,620,1581
2760,Q361,7,1063,496,15,1247
2761,Q362,7,300,1114,1127,1300
2762,Q363,7,683,670,265,1478
2763,Q364,7,546,424,113,1349
2764,Q365,7,1028,705,1142,1550
2765,Q366,7,102,482,516,1210
2766,Q367,7,986,996,240,1411
2767,Q368,7,1014,412,285,1553
2768,Q369,7,1044,1019,428,1597
2769,Q370,7,312,356,633,1461
2770,Q371,7,101,1091,950,1593
2771,Q372,7,179,303,704,1398
2772,Q373,7,1140,487,58,1499
2773,Q374,7,1166,1163,828,1205
2774,Q375,7,103,597,1047,1352
2775,Q376,7,16,824,909,1353
2776,Q377,7,724,890,578,1584
2777,Q378,7,593,557,283,1369
2778,Q379,7,1021,974,223,1401
2779,Q380,7,771,1089,875,1469
2780,Q381,7,72,938,1087,1292
2781,Q382,7,234,708,498,1493
2782,Q383,7,541,319,14,1485
2783,Q384,7,385,667,299,1473
2784,Q385,7,694,137,78,1569
2785,Q386,7,3,1096,193,1276
2786,Q387,7,844,1145,983,1387
2787,Q388,7,321,494,969,1587
2788,Q389,7,227,612,1022,1301
2789,Q390,7,369,990,460,1516
2790,Q391,7,1056,879,711,1591
2791,Q392,7,889,989,732,1358
2792,Q393,7,1159,666,526,1545
2793,Q394,7,420,796,505,1231
2794,Q395,7,1075,112,1085,1532
2795,Q396,7,41,444,1199,1299
2796,Q397,7,657,1077,453,1356
2797,Q398,7,1172,346,79,1348
2798,Q399,7,773,577,1177,1347
2799,Q400,7,459,331,489,1439
2800,Q1,8,640,0,81,1299
2801,Q2,8,565,243,430,1580
2802,Q3,8,957,721,634,1397
2803,Q4,8,988,965,820,1201
2804,Q5,8,892,767,651,1378
2805,Q6,8,150,1108,10,1250
2806,Q7,8,1164,1092,35,1290
2807,Q8,8,1106,630,530,1504
2808,Q9,8,555,206,719,1274
2809,Q10,8,104,809,256,1526
2810,Q11,8,834,431,586,1434
2811,Q12,8,1020,190,929,1261
2812,Q13,8,1107,1156,845,1495
2813,Q14,8,316,1003,236,1506
2814,Q15,8,25,961,293,1475
2815,Q16,8,836,26,274,1216
2816,Q17,8,625,971,709,1253
2817,Q18,8,797,105,777,1259
2818,Q19,8,599,247,109,1535
2819,Q20,8,1131,1103,623,1257
2820,Q21,8,378,296,6,1374
2821,Q22,8,1052,437,1169,1513
2822,Q23,8,36,980,123,1424
2823,Q24,8,1105,307,1018,1418
2824,Q25,8,269,610,1024,1438
2825,Q26,8,389,1115,29,1589
2826,Q27,8,1196,589,899,1444
2827,Q28,8,253,766,1100,1385
2828,Q29,8,146,718,963,1592
2829,Q30,8,733,126,750,1560
2830,Q31,8,264,342,921,1276
2831,Q32,8,225,499,401,1230
2832,Q33,8,484,279,877,1252
2833,Q34,8,111,556,678,1479
2834,Q35,8,806,544,1046,1289
2835,Q36,8,140,344,341,1353
2836,Q37,8,873,134,161,1258
2837,Q38,8,120,421,644,1527
2838,Q39,8,627,4,414,1435
2839,Q40,8,804,906,70,1210
2840,Q41,8,872,665,571,1218
2841,Q42,8,566,652,252,1500
2842,Q43,8,260,695,839,1487
2843,Q44,8,698,1051,98,1577
2844,Q45,8,52,780,933,1363
2845,Q46,8,56,17,466,1211
2846,Q47,8,30,812,932,1523
2847,Q48,8,21,226,923,1307
2848,Q49,8,1029,1050,301,1427
2849,Q50,8,570,1061,479,1323
2850,Q51,8,1016,860,1119,1329
2851,Q52,8,478,22,1141,1442
2852,Q53,8,882,467,50,1377
2853,Q54,8,590,355,163,1393
2854,Q55,8,472,664,306,1411
2855,Q56,8,955,1059,629,1477
2856,Q57,8,162,275,778,1358
2857,Q58,8,242,779,814,1273
2858,Q59,8,928,261,483,1379
2859,Q60,8,63,1005,603,1529
2860,Q61,8,20,309,34,1544
2861,Q62,8,1132,549,1186,1507
2862,Q63,8,564,573,582,1387
2863,Q64,8,436,221,726,1272
2864,Q65,8,650,145,97,1284
2865,Q66,8,164,968,954,1244
2866,Q67,8,668,152,656,1541
2867,Q68,8,808,584,552,1214
2868,Q69,8,643,462,289,1483
2869,Q70,8,87,1128,305,1221
2870,Q71,8,136,2,317,1573
2871,Q72,8,394,204,880,1271
2872,Q73,8,517,793,382,1251
2873,Q74,8,1126,446,858,1355
2874,Q75,8,897,353,794,1356
2875,Q76,8,543,537,158,1551
2876,Q77,8,827,959,930,1279
2877,Q78,8,210,746,907,1426
2878,Q79,8,658,648,1009,1309
2879,Q80,8,765,1008,701,1574
2880,Q81,8,133,674,1045,1485
2881,Q82,8,18,575,338,1381
2882,Q83,8,67,851,167,1287
2883,Q84,8,349,1147,710,1367
2884,Q85,8,457,168,1084,1343
2885,Q86,8,811,191,262,1297
2886,Q87,8,371,214,1188,1511
2887,Q88,8,982,741,23,1502
2888,Q89,8,1168,282,224,1354
2889,Q90,8,887,1031,690,1301
2890,Q91,8,580,614,972,1312
2891,Q92,8,1110,943,450,1554
2892,Q93,8,461,752,738,1496
2893,Q94,8,891,563,383,1490
2894,Q95,8,876,31,598,1567
2895,Q96,8,720,249,754,1403
2896,Q97,8,707,867,124,1465
2897,Q98,8,470,616,464,1260
2898,Q99,8,122,1154,791,1594
2899,Q100,8,853,66,737,1322
2900,Q101,8,534,325,687,1588
2901,Q102,8,44,769,514,1562
2902,Q103,8,654,1155,1011,1576
2903,Q104,8,165,801,332,1565
2904,Q105,8,731,379,925,1441
2905,Q106,8,641,685,1078,1536
2906,Q107,8,244,927,682,1324
2907,Q108,8,1138,660,313,1380
2908,Q109,8,1023,138,819,1509
2909,Q110,8,57,1171,268,1430
2910,Q111,8,419,452,953,1559
2911,Q112,8,609,320,669,1339
2912,Q113,8,1176,362,1033,1235
2913,Q114,8,1125,47,993,1598
2914,Q115,8,409,359,967,1407
2915,Q116,8,1000,947,1190,1341
2916,Q117,8,32,217,1093,1456
2917,Q118,8,360,728,1195,1208
2918,Q119,8,904,602,1002,1520
2919,Q120,8,826,944,280,1220
2920,Q121,8,232,507,784,1365
2921,Q122,8,700,231,1134,1263
2922,Q123,8,821,900,939,1345
2923,Q124,8,878,463,984,1542
2924,Q125,8,799,946,869,1539
2925,Q126,8,471,1192,1122,1396
2926,Q127,8,615,1137,441,1325
2927,Q128,8,350,380,1086,1561
2928,Q129,8,182,511,562,1349
2929,Q130,8,351,135,181,1332
2930,Q131,8,857,318,849,1416
2931,Q132,8,330,99,85,1291
2932,Q133,8,1095,855,1193,1232
2933,Q134,8,235,82,730,1530
2934,Q135,8,697,756,985,1440
2935,Q136,8,486,675,147,1227
2936,Q137,8,92,448,520,1524
2937,Q138,8,895,396,888,1583
2938,Q139,8,601,913,442,1512
2939,Q140,8,617,619,189,1213
2940,Q141,8,95,979,914,1545
2941,Q142,8,912,830,588,1304
2942,Q143,8,649,1037,970,1286
2943,Q144,8,476,1117,920,1223
2944,Q145,8,454,755,159,1254
2945,Q146,8,523,39,358,1395
2946,Q147,8,118,592,638,1569
2947,Q148,8,241,572,903,1514
2948,Q149,8,585,1055,352,1217
2949,Q150,8,329,27,1148,1462
2950,Q151,8,591,278,339,1409
2951,Q152,8,1036,488,432,1423
2952,Q153,8,107,403,866,1240
2953,Q154,8,413,1158,38,1422
2954,Q155,8,374,474,1157,1582
2955,Q156,8,782,7,854,1246
2956,Q157,8,485,864,400,1454
2957,Q158,8,55,688,1025,1366
2958,Q159,8,896,561,65,1472
2959,Q160,8,388,885,689,1241
2960,Q161,8,810,43,91,1420
2961,Q162,8,141,1012,596,1326
2962,Q163,8,504,1038,324,1350
2963,Q164,8,502,1074,551,1229
2964,Q165,8,1191,405,787,1466
2965,Q166,8,949,1116,68,1306
2966,Q167,8,744,1082,302,1419
2967,Q168,8,1048,24,417,1239
2968,Q169,8,533,1185,197,1546
2969,Q170,8,583,673,90,1348
2970,Q171,8,672,1160,823,1540
2971,Q172,8,286,311,1043,1402
2972,Q173,8,662,934,714,1296
2973,Q174,8,178,1069,270,1406
2974,Q175,8,411,94,258,1256
2975,Q176,8,576,1120,333,1493
2976,Q177,8,816,131,188,1597
2977,Q178,8,676,335,994,1557
2978,Q179,8,788,288,692,1404
2979,Q180,8,515,1058,298,1300
2980,Q181,8,786,116,49,1470
2981,Q182,8,501,763,948,1586
2982,Q183,8,605,106,13,1593
2983,Q184,8,171,1180,281,1225
2984,Q185,8,219,679,493,1226
2985,Q186,8,144,1181,908,1327
2986,Q187,8,716,347,1104,1344
2987,Q188,8,8,1065,357,1417
2988,Q189,8,898,156,558,1421
2989,Q190,8,290,926,624,1386
2990,Q191,8,924,1189,964,1414
2991,Q192,8,495,170,977,1357
2992,Q193,8,1109,815,114,1247
2993,Q194,8,863,841,180,1347
2994,Q195,8,1149,915,1178,1445
2995,Q196,8,722,760,956,1450
2996,Q197,8,239,902,129,1552
2997,Q198,8,911,604,196,1482
2998,Q199,8,456,254,973,1432
2999,Q200,8,1170,1101,1073,1537
3000,Q201,8,918,297,465,1596
3001,Q202,8,1042,1139,1041,1298
3002,Q203,8,987,397,200,1384
3003,Q204,8,870,395,1071,1486
3004,Q205,8,833,160,813,1206
3005,Q206,8,1167,567,1057,1382
3006,Q207,8,449,532,259,1474
3007,Q208,8,438,844,1173,1449
3008,Q209,8,1063,283,291,1521
3009,Q210,8,910,1,1056,1203
3010,Q211,8,509,889,121,1455
3011,Q212,8,671,142,952,1392
3012,Q213,8,444,184,848,1320
3013,Q214,8,612,1039,734,1519
3014,Q215,8,618,361,323,1508
3015,Q216,8,1062,3,194,1328
3016,Q217,8,856,233,192,1390
3017,Q218,8,574,422,1044,1372
3018,Q219,8,840,748,945,1532
3019,Q220,8,348,185,1099,1533
3020,Q221,8,1083,606,220,1270
3021,Q222,8,829,1017,364,1531
3022,Q223,8,1013,435,1081,1311
3023,Q224,8,974,524,494,1550
3024,Q225,8,489,1026,922,1579
3025,Q226,8,958,631,223,1517
3026,Q227,8,173,356,295,1231
3027,Q228,8,753,119,792,1522
3028,Q229,8,724,762,937,1248
3029,Q230,8,103,480,267,1436
3030,Q231,8,772,931,376,1266
3031,Q232,8,155,1127,966,1268
3032,Q233,8,962,255,154,1265
3033,Q234,8,647,983,751,1431
3034,Q235,8,391,426,935,1237
3035,Q236,8,284,186,1091,1249
3036,Q237,8,61,1007,790,1278
3037,Q238,8,531,862,1094,1415
3038,Q239,8,683,266,560,1362
3039,Q240,8,490,137,1102,1457
3040,Q241,8,661,847,195,1360
3041,Q242,8,802,1123,299,1305
3042,Q243,8,69,334,1113,1228
3043,Q244,8,680,321,633,1375
3044,Q245,8,428,852,1030,1498
3045,Q246,8,758,496,893,1412
3046,Q247,8,51,905,595,1359
3047,Q248,8,215,717,941,1400
3048,Q249,8,272,93,1090,1591
3049,Q250,8,491,169,337,1262
3050,Q251,8,645,581,128,1316
3051,Q252,8,41,1089,117,1212
3052,Q253,8,995,1019,365,1488
3053,Q254,8,901,492,1144,1222
3054,Q255,8,402,506,1032,1207
3055,Q256,8,234,201,416,1503
3056,Q257,8,699,735,608,1209
3057,Q258,8,705,62,800,1351
3058,Q259,8,418,938,548,1451
3059,Q260,8,715,1035,1088,1234
3060,Q261,8,805,354,1163,1364
3061,Q262,8,657,1066,1124,1292
3062,Q263,8,997,846,693,1570
3063,Q264,8,1060,771,1111,1564
3064,Q265,8,723,828,19,1549
3065,Q266,8,139,1006,727,1295
3066,Q267,8,12,1159,1121,1314
3067,Q268,8,775,951,796,1453
3068,Q269,8,554,1150,978,1543
3069,Q270,8,175,265,594,1585
3070,Q271,8,271,759,667,1346
3071,Q272,8,113,1151,257,1361
